6,EASY,0,LINEAR,1.1182949542999268,7061,14,1000
6,EASY,0,MANHATTAN,0.20647001266479492,7061,14,1000
6,EASY,0,LINEAR,0.634624719619751,3916,14,500
6,EASY,0,MANHATTAN,0.11604785919189453,3916,14,500
6,EASY,0,LINEAR,0.16228985786437988,962,14,100
6,EASY,0,MANHATTAN,0.02814507484436035,962,14,100
6,EASY,0,LINEAR,0.09032607078552246,513,14,50
6,EASY,0,MANHATTAN,0.015312910079956055,513,14,50
6,EASY,0,LINEAR,0.02215099334716797,120,14,10
6,EASY,0,MANHATTAN,0.003701925277709961,120,14,10
6,EASY,1,LINEAR,1.2736518383026123,7732,14,1000
6,EASY,1,MANHATTAN,0.2528800964355469,7732,14,1000
6,EASY,1,LINEAR,0.7390179634094238,4232,14,500
6,EASY,1,MANHATTAN,0.1268601417541504,4232,14,500
6,EASY,1,LINEAR,0.17835116386413574,1013,14,100
6,EASY,1,MANHATTAN,0.030339717864990234,1013,14,100
6,EASY,1,LINEAR,0.10007810592651367,544,14,50
6,EASY,1,MANHATTAN,0.016119956970214844,544,14,50
6,EASY,1,LINEAR,0.023120880126953125,125,14,10
6,EASY,1,MANHATTAN,0.00372314453125,125,14,10
6,EASY,2,LINEAR,1.2777280807495117,7720,15,1000
6,EASY,2,MANHATTAN,0.24221587181091309,7720,15,1000
6,EASY,2,LINEAR,0.7077429294586182,4220,15,500
6,EASY,2,MANHATTAN,0.13001799583435059,4220,15,500
6,EASY,2,LINEAR,0.1801009178161621,1009,15,100
6,EASY,2,MANHATTAN,0.030326128005981445,1009,15,100
6,EASY,2,LINEAR,0.09909486770629883,543,15,50
6,EASY,2,MANHATTAN,0.016715049743652344,543,15,50
6,EASY,2,LINEAR,0.02422499656677246,127,15,10
6,EASY,2,MANHATTAN,0.003971099853515625,127,15,10
6,EASY,3,LINEAR,0.2182309627532959,2061,9,1000
6,EASY,3,MANHATTAN,0.03668522834777832,2061,9,1000
6,EASY,3,LINEAR,0.19339704513549805,1416,9,500
6,EASY,3,MANHATTAN,0.04041004180908203,1416,9,500
6,EASY,3,LINEAR,0.07805585861206055,462,9,100
6,EASY,3,MANHATTAN,0.013033390045166016,462,9,100
6,EASY,3,LINEAR,0.04596209526062012,263,9,50
6,EASY,3,MANHATTAN,0.007397890090942383,263,9,50
6,EASY,3,LINEAR,0.013264179229736328,70,9,10
6,EASY,3,MANHATTAN,0.0020399093627929688,70,9,10
6,EASY,4,LINEAR,1.855207920074463,10245,17,1000
6,EASY,4,MANHATTAN,0.31713294982910156,10245,17,1000
6,EASY,4,LINEAR,0.9552571773529053,5491,17,500
6,EASY,4,MANHATTAN,0.17016196250915527,5491,17,500
6,EASY,4,LINEAR,0.2341928482055664,1276,17,100
6,EASY,4,MANHATTAN,0.03875994682312012,1276,17,100
6,EASY,4,LINEAR,0.12459874153137207,676,17,50
6,EASY,4,MANHATTAN,0.020582914352416992,676,17,50
6,EASY,4,LINEAR,0.029369831085205078,151,17,10
6,EASY,4,MANHATTAN,0.0045528411865234375,151,17,10
5,EASY,0,LINEAR,3.299103021621704,29199,36,1000
5,EASY,0,MANHATTAN,0.798940896987915,29199,36,1000
5,EASY,0,LINEAR,1.6957428455352783,15023,36,500
5,EASY,0,MANHATTAN,0.39627695083618164,15023,36,500
5,EASY,0,LINEAR,0.3610401153564453,3191,36,100
5,EASY,0,MANHATTAN,0.15412092208862305,5791,62,100
5,EASY,0,LINEAR,0.18706989288330078,1637,36,50
5,EASY,0,MANHATTAN,0.1403028964996338,5037,104,50
5,EASY,0,LINEAR,0.04587888717651367,385,40,10
5,EASY,0,MANHATTAN,0.04096221923828125,1465,148,10
5,EASY,1,LINEAR,2.976740837097168,27885,35,1000
5,EASY,1,MANHATTAN,0.7367818355560303,27885,35,1000
5,EASY,1,LINEAR,1.5204191207885742,14371,35,500
5,EASY,1,MANHATTAN,0.3697168827056885,14371,35,500
5,EASY,1,LINEAR,0.3329601287841797,3055,35,100
5,EASY,1,MANHATTAN,0.07738900184631348,3055,35,100
5,EASY,1,LINEAR,0.17031502723693848,1562,35,50
5,EASY,1,MANHATTAN,0.03956890106201172,1562,35,50
5,EASY,1,LINEAR,0.03662395477294922,330,35,10
5,EASY,1,MANHATTAN,0.008210182189941406,330,35,10
5,EASY,2,LINEAR,2.4794843196868896,23199,30,1000
5,EASY,2,MANHATTAN,0.5985360145568848,23199,30,1000
5,EASY,2,LINEAR,1.2842051982879639,12023,30,500
5,EASY,2,MANHATTAN,0.308729887008667,12023,30,500
5,EASY,2,LINEAR,0.27980804443359375,2591,30,100
5,EASY,2,MANHATTAN,0.06482911109924316,2591,30,100
5,EASY,2,LINEAR,0.26728320121765137,2337,50,50
5,EASY,2,MANHATTAN,0.1560208797454834,5637,116,50
5,EASY,2,LINEAR,0.0630638599395752,545,56,10
5,EASY,2,MANHATTAN,0.2993600368499756,7305,732,10
5,EASY,3,LINEAR,3.5692601203918457,32325,39,1000
5,EASY,3,MANHATTAN,0.875190019607544,32325,39,1000
5,EASY,3,LINEAR,1.8357739448547363,16561,39,500
5,EASY,3,MANHATTAN,0.43186521530151367,16561,39,500
5,EASY,3,LINEAR,0.41547703742980957,3503,39,100
5,EASY,3,MANHATTAN,0.09244608879089355,3503,39,100
5,EASY,3,LINEAR,0.2970430850982666,2593,55,50
5,EASY,3,MANHATTAN,0.05079984664916992,1993,43,50
5,EASY,3,LINEAR,0.2129819393157959,1735,175,10
5,EASY,3,MANHATTAN,0.06600284576416016,2235,225,10
5,EASY,4,LINEAR,2.1711392402648926,20494,28,1000
5,EASY,4,MANHATTAN,0.5274791717529297,20494,28,1000
5,EASY,4,LINEAR,1.1266937255859375,10632,28,500
5,EASY,4,MANHATTAN,0.2695910930633545,10632,28,500
5,EASY,4,LINEAR,0.2612497806549072,2307,28,100
5,EASY,4,MANHATTAN,0.057058095932006836,2307,28,100
5,EASY,4,LINEAR,0.12992095947265625,1193,28,50
5,EASY,4,MANHATTAN,0.030099868774414062,1193,28,50
5,EASY,4,LINEAR,0.028942108154296875,257,28,10
5,EASY,4,MANHATTAN,0.006395101547241211,257,28,10
4,EASY,0,LINEAR,2.1147682666778564,32461,40,1000
4,EASY,0,MANHATTAN,0.7101728916168213,32461,40,1000
4,EASY,0,LINEAR,1.0416159629821777,16699,40,500
