6,EASY,0,LINEAR,1.8202688694000244,7061,14,1000
6,EASY,0,MANHATTAN,0.323472261428833,7061,14,1000
6,EASY,0,LINEAR,1.0515871047973633,3916,14,500
6,EASY,0,MANHATTAN,0.1876969337463379,3916,14,500
6,EASY,0,LINEAR,0.2572789192199707,962,14,100
6,EASY,0,MANHATTAN,0.04325294494628906,962,14,100
6,EASY,0,LINEAR,0.14540386199951172,513,14,50
6,EASY,0,MANHATTAN,0.023173093795776367,513,14,50
6,EASY,0,LINEAR,0.033641815185546875,120,14,10
6,EASY,0,MANHATTAN,0.00550079345703125,120,14,10
6,EASY,0,LINEAR,2.1880409717559814,5281,None,1
6,EASY,0,MANHATTAN,0.0007622241973876953,14,14,1
6,EASY,1,LINEAR,2.0543439388275146,7732,14,1000
6,EASY,1,MANHATTAN,0.3462650775909424,7732,14,1000
6,EASY,1,LINEAR,1.13399076461792,4232,14,500
6,EASY,1,MANHATTAN,0.18848586082458496,4232,14,500
6,EASY,1,LINEAR,0.2842848300933838,1013,14,100
6,EASY,1,MANHATTAN,0.04599189758300781,1013,14,100
6,EASY,1,LINEAR,0.15455913543701172,544,14,50
6,EASY,1,MANHATTAN,0.024451017379760742,544,14,50
6,EASY,1,LINEAR,0.03613710403442383,125,14,10
6,EASY,1,MANHATTAN,0.005597114562988281,125,14,10
6,EASY,1,LINEAR,3.531022071838379,7783,None,1
6,EASY,1,MANHATTAN,1.7504818439483643,7900,None,1
6,EASY,2,LINEAR,2.0075130462646484,7720,15,1000
6,EASY,2,MANHATTAN,0.35014796257019043,7720,15,1000
6,EASY,2,LINEAR,1.1250581741333008,4220,15,500
6,EASY,2,MANHATTAN,0.19336199760437012,4220,15,500
6,EASY,2,LINEAR,0.2852170467376709,1009,15,100
6,EASY,2,MANHATTAN,0.04689598083496094,1009,15,100
6,EASY,2,LINEAR,0.15576815605163574,543,15,50
6,EASY,2,MANHATTAN,0.025358200073242188,543,15,50
6,EASY,2,LINEAR,0.03803277015686035,127,15,10
6,EASY,2,MANHATTAN,0.005998849868774414,127,15,10
6,EASY,2,LINEAR,2.0560691356658936,5260,None,1
6,EASY,2,MANHATTAN,0.0010311603546142578,19,19,1
6,EASY,3,LINEAR,0.3216428756713867,2061,9,1000
6,EASY,3,MANHATTAN,0.05506706237792969,2061,9,1000
6,EASY,3,LINEAR,0.28095173835754395,1416,9,500
6,EASY,3,MANHATTAN,0.0473020076751709,1416,9,500
6,EASY,3,LINEAR,0.11453723907470703,462,9,100
6,EASY,3,MANHATTAN,0.01844501495361328,462,9,100
6,EASY,3,LINEAR,0.06825089454650879,263,9,50
6,EASY,3,MANHATTAN,0.010775089263916016,263,9,50
